"type","rating","rat_detail","rat_year","rat_type","name","capacity","current","remain","waiting","phone","addr_si","addr_gu","addr_st","addr_old","lon_x","lat_y"
"방문요양","A","최우수","2016","절대평가","(A+)실버케어센터",NA,NA,0,0,"02-401-0065","서울특별시","송파구","오금로 474","거여동",NA,NA
"방문요양","A","최우수","2016","절대평가","(사)굿하트전문사례관리강동재가센터",NA,NA,0,0,"02-442-7090","서울특별시","강동구","천호대로198길 8","둔촌동",37.5353545,127.1470656
"방문요양","A","최우수","2016","절대평가","(사랑나눔)요양센터",NA,NA,0,0,"02-843-1378","서울특별시","영등포구","여의대방로39길 5","신길동",NA,NA
"방문요양","A","최우수","2016","절대평가","(주)건강가족 어르신들 세상",NA,NA,0,0,"02-6959-3378","서울특별시","구로구","공원로7길 36","구로동",NA,NA
"방문요양","A","최우수","2016","절대평가","(주)그린케어 강북노인복지센터",NA,NA,0,0,"02-954-7717","서울특별시","강북구","도봉로 192 3층","미아동",NA,NA
"방문요양","A","최우수","2016","절대평가","(주)늘푸른 한가족",NA,NA,0,0,"02-1588-0813","서울특별시","양천구","오목로 181 5층","신정동, 신정빌딩",31.8897392,-81.5992923
"방문요양","A","최우수","2016","절대평가","(주)롱라이프그린케어광진노인복지센터",NA,NA,0,0,"02-447-6290","서울특별시","광진구","구의강변로 48","구의동",NA,NA
"방문요양","A","최우수","2016","절대평가","(주)성동돌봄센터",NA,NA,0,0,"02-2299-6604","서울특별시","성동구","뚝섬로1길 56 501호","성수동1가, 대경빌딩",NA,NA
"방문요양","A","최우수","2016","절대평가","(주)인사랑케어",NA,NA,0,0,"02-797-5858","서울특별시","용산구","독서당로 46 B106층110호","한남동",NA,NA
"방문요양","A","최우수","2016","절대평가","9988노인복지센터",NA,NA,0,0,"02-846-9988","서울특별시","도봉구","방학로 144","방학동, 명주빌딩 3층",37.6628928,127.0361888
"방문요양","A","최우수","2014","상대평가","GL노인복지센터",NA,NA,0,0,"02-3285-6088","서울특별시","관악구","신림로 160 2층","신림동",NA,NA
"방문요양","A","최우수","2014","상대평가","e-포근한 노인센터",NA,NA,0,0,"02-989-9987","서울특별시","강북구","덕릉로 115 4층","번동",NA,NA
"방문요양","A","최우수","2016","절대평가","가가돌봄방문요양센터",NA,NA,0,0,"02-385-1113","서울특별시","은평구","백련산로 155","응암동",NA,NA
"방문요양","A","최우수","2016","절대평가","가가한재가노인복지센터",NA,NA,0,0,"02-354-0147","서울특별시","은평구","연서로33길 7-17","불광동",NA,NA
"방문요양","A","최우수","2014","상대평가","가가호호방문요양센터",NA,NA,0,0,"02-3667-3463","서울특별시","구로구","신도림로11길 8 2층","신도림동",NA,NA
"방문요양","A","최우수","2016","절대평가","가나안복지센터",NA,NA,0,0,"02-355-5955","서울특별시","은평구","통일로 724","불광동, 3층",NA,NA
"방문요양","A","최우수","2016","절대평가","가정방문요양센터",NA,NA,0,0,"02-831-5556","서울특별시","영등포구","신길로 180 2층","신길동",NA,NA
"방문요양","A","최우수","2016","절대평가","가족사랑재가케어",NA,NA,0,0,"02-2664-0682","서울특별시","강서구","화곡로63길 65","등촌동",NA,NA
"방문요양","A","최우수","2016","절대평가","감사방문요양센터",NA,NA,0,0,"02-2646-4727","서울특별시","강서구","허준로 198","가양동",NA,NA
"방문요양","A","최우수","2016","절대평가","강남효자네 요양복지센터",NA,NA,0,0,"02-572-9701","서울특별시","강남구","강남대로58길 45 201호","도곡동, 명성빌딩",NA,NA
"방문요양","A","최우수","2016","절대평가","경희방문요양센터",NA,NA,0,0,"02-809-8868","서울특별시","금천구","독산로64길 42","독산동",NA,NA
"방문요양","A","최우수","2016","절대평가","고수련노인복지센터",NA,NA,0,0,"070-8279-0333","서울특별시","노원구","상계로27길 32 5층","상계동",NA,NA
"방문요양","A","최우수","2016","절대평가","고운복지센터",NA,NA,0,0,"070-8820-7922","서울특별시","노원구","동일로227길 86 1606동동108호호","상계동, 상계주공아파트",NA,NA
"방문요양","A","최우수","2014","상대평가","구립영등포노인복지센터",NA,NA,0,0,"02-2631-3212","서울특별시","영등포구","선유서로34길 10","양평동3가",37.5268291,126.8873595
"방문요양","A","최우수","2014","상대평가","구립영등포실버케어센터",NA,NA,0,0,"02-846-3960","서울특별시","영등포구","당산로29길 9 4층","당산동3가, 그린&케어센터",NA,NA
"방문요양","A","최우수","2016","절대평가","구일재가장기요양기관",NA,NA,0,0,"02-852-3078","서울특별시","구로구","가마산로 97 802호","구로동, 현대아파트",19.0000373,72.8167842
"방문요양","A","최우수","2016","절대평가","국민사랑복지센터",NA,NA,0,0,"02-718-2133","서울특별시","용산구","청파로85길 46 1층102호호","서계동, 서계빌딩",NA,NA
"방문요양","A","최우수","2016","절대평가","기쁨재가복지센터",NA,NA,0,0,"02-6052-1887","서울특별시","강서구","공항대로 461-12","등촌동",NA,NA
"방문요양","A","최우수","2016","절대평가","나눔방문요양센터",NA,NA,0,0,"02-3661-4300","서울특별시","강서구","공항대로41길 44","등촌동, 아카데미프라자 402호",37.5596888,126.8459608
"방문요양","A","최우수","2016","절대평가","낙성요양센터",NA,NA,0,0,"02-889-3327","서울특별시","관악구","호암로26길 25 403호","신림동",NA,NA
"방문요양","A","최우수","2016","절대평가","노아어르신복지센터",NA,NA,0,0,"02-943-7773","서울특별시","성북구","장위로16길 5-25","장위동",NA,NA
"방문요양","A","최우수","2016","절대평가","노원재가센터",NA,NA,0,0,"02-978-7722","서울특별시","노원구","공릉1동 323번지 15호",NA,NA,NA
"방문요양","A","최우수","2016","절대평가","노후사랑복지센터",NA,NA,0,0,"02-587-3111","서울특별시","서초구","강남대로30길 51-4 201호호","양재동",NA,NA
"방문요양","A","최우수","2016","절대평가","돌보인방문요양센터 상계점",NA,NA,0,0,"02-931-0970","서울특별시","노원구","중계2.3동 141번지 40호 4층",NA,37.6406105,127.0651536
"방문요양","A","최우수","2016","절대평가","돌보인방문요양센터 왕십리점",NA,NA,0,0,"02-2292-3083","서울특별시","성동구","왕십리로 339-1 403호","하왕십리동",NA,NA
"방문요양","A","최우수","2016","절대평가","동광노인복지센터",NA,NA,0,0,"02-823-1004","서울특별시","동작구","성대로1가길 12","상도동",NA,NA
"방문요양","A","최우수","2016","절대평가","동대문천수노인복지센터",NA,NA,0,0,"02-6239-0769","서울특별시","동대문구","망우로 105 102동2002호","휘경동, 휘경미소지움아파트",NA,NA
"방문요양","A","최우수","2016","절대평가","동북홈케어서비스",NA,NA,0,0,"02-912-7553","서울특별시","성북구","화랑로5길 93","하월곡동, 동북제일교회1층",NA,NA
"방문요양","A","최우수","2014","상대평가","두손모아센터",NA,NA,0,0,"02-525-0332","서울특별시","서초구","서초대로24길 38 406호","방배동, 광진빌딩",NA,NA
"방문요양","A","최우수","2016","절대평가","마포노인복지센터",NA,NA,0,0,"02-365-7775","서울특별시","마포구","만리재로 99","공덕동",NA,NA
"방문요양","A","최우수","2016","절대평가","문성방문요양센터",NA,NA,0,0,"070-4045-8711","서울특별시","관악구","문성로28가길 18-2","신림동",37.4785623,126.9263108
"방문요양","A","최우수","2016","절대평가","미소지은 방문요양센터",NA,NA,0,0,"02-3667-4071","서울특별시","영등포구","신길로52길 17-1","신길동",NA,NA
"방문요양","A","최우수","2016","절대평가","바드림 노인복지센터",NA,NA,0,0,"02-3394-6868","서울특별시","동대문구","한천로 127","답십리동, 영명빌딩 202호",NA,NA
"방문요양","A","최우수","2014","상대평가","바울방문요양센터",NA,NA,0,0,"02-395-2559","서울특별시","성북구","보국문로 116 210호","정릉동, 힐스테이트3차 상가",NA,NA
"방문요양","A","최우수","2016","절대평가","백년케어복지센터",NA,NA,0,0,"02-2653-3181","서울특별시","양천구","목동중앙본로 59 1층","목동",NA,NA
"방문요양","A","최우수","2016","절대평가","백운재가요양센터",NA,NA,0,0,"02-993-9356","서울특별시","강북구","삼양로122길 5","수유동",37.6448067,127.0161257
"방문요양","A","최우수","2016","절대평가","보람노인장기요양센터",NA,NA,0,0,"02-809-5004","서울특별시","금천구","금하로 730-1","시흥동",NA,NA
"방문요양","A","최우수","2016","절대평가","비지팅엔젤스강서지점",NA,NA,0,0,"02-2690-2004","서울특별시","강서구","공항대로 334 2층","내발산동",NA,NA
"방문요양","A","최우수","2016","절대평가","사과나무 실버케어",NA,NA,0,0,"02-2139-0087","서울특별시","성동구","왕십리로21다길 20-9","행당동",NA,NA
"방문요양","A","최우수","2014","상대평가","사랑나눔복지센터",NA,NA,0,0,"02-2690-7450","서울특별시","양천구","지양로 63","신월동",NA,NA
"방문요양","A","최우수","2014","상대평가","사랑나눔사회복지센터",NA,NA,0,0,"02-3216-0100","서울특별시","서대문구","세검정로 68 201호","홍제동, 성신빌딩",NA,NA
"방문요양","A","최우수","2016","절대평가","사랑나무재가복지센터",NA,NA,0,0,"02-980-6161","서울특별시","성북구","도봉로3길 12 1층","길음동",NA,NA
"방문요양","A","최우수","2014","상대평가","사랑의홈케어",NA,NA,0,0,"02-814-5963","서울특별시","서초구","서운로 226 407호","서초동, 서초오피스텔 제4층",NA,NA
"방문요양","A","최우수","2016","절대평가","사회복지법인 한국봉사회 북부다나을방문요양센터",NA,NA,0,0,"02-952-7184","서울특별시","노원구","동일로245길 56","상계동",37.6796626,127.0524147
"방문요양","A","최우수","2016","절대평가","삼육서울병원재가노인복지센터",NA,NA,0,0,"02-3394-5467","서울특별시","동대문구","망우로 82","휘경동, 삼육서울병원",NA,NA
"방문요양","A","최우수","2016","절대평가","상록홈케어센터",NA,NA,0,0,"02-3663-3434","서울특별시","강서구","금낭화로 51 2층","방화동",NA,NA
"방문요양","A","최우수","2014","상대평가","서울요양복지센터",NA,NA,0,0,"02-6408-6600","서울특별시","구로구","가마산로 229 208호","구로동, 성보빌딩",NA,NA
"방문요양","A","최우수","2016","절대평가","선노인복지센터",NA,NA,0,0,"02-926-0061","서울특별시","강북구","덕릉로 46 3층","수유동",NA,NA
"방문요양","A","최우수","2016","절대평가","선보재가노인복지센터",NA,NA,60,2,"02-977-9071","서울특별시","노원구","화랑로45길 10-1","월계동",NA,NA
"방문요양","A","최우수","2014","상대평가","선한이웃 방문요양센터",NA,NA,0,0,"070-7657-7601","서울특별시","은평구","응암로 255 2층","응암동",NA,NA
"방문요양","A","최우수","2016","절대평가","섬김노인요양센타",NA,NA,0,0,"02-475-4444","서울특별시","송파구","풍성로 59","풍납동",NA,NA
"방문요양","A","최우수","2016","절대평가","섬김방문요양센터",NA,NA,0,0,"02-6094-0134","서울특별시","마포구","대흥로 84-6 302호","대흥동",NA,NA
"방문요양","A","최우수","2016","절대평가","성내종합사회복지관 노인복지센터",NA,NA,0,0,"02-478-2591","서울특별시","강동구","성안로13길 56","성내동",NA,NA
"방문요양","A","최우수","2016","절대평가","성민재가장기요양센터",NA,NA,0,0,"02-934-4241","서울특별시","노원구","노원로 440","상계동, 비전센터 4층",NA,NA
"방문요양","A","최우수","2016","절대평가","성심케어센터",NA,NA,0,0,"02-954-7025","서울특별시","도봉구","도봉로 873 5층","도봉동, 화성빌딩",NA,NA
"방문요양","A","최우수","2016","절대평가","성원노인복지센터",NA,NA,0,0,"02-587-3900","서울특별시","서초구","방배천로16길 11-4 1층","방배동",NA,NA
"방문요양","A","최우수","2016","절대평가","소망방문요양센터",NA,NA,0,0,"02-896-0596","서울특별시","금천구","시흥대로 143","시흥동, 신라A상가 209호",NA,NA
"방문요양","A","최우수","2016","절대평가","쉴만한재가복지센터",NA,NA,0,0,"02-3666-9688","서울특별시","구로구","고척로22길 60 2층","개봉동",NA,NA
"방문요양","A","최우수","2016","절대평가","신내종합사회복지관",NA,NA,0,0,"02-3421-3400","서울특별시","중랑구","봉화산로 165","상봉동, 신내12단지아파트",NA,NA
"방문요양","A","최우수","2016","절대평가","신사방문요양센터",NA,NA,0,0,"02-354-4736","서울특별시","은평구","갈현로3길 3","신사동",NA,NA
"방문요양","A","최우수","2014","상대평가","싱싱섬김이노인복지센터",NA,NA,0,0,"02-906-0599","서울특별시","도봉구","마들로 664-11","도봉동",NA,NA
"방문요양","A","최우수","2016","절대평가","엔젤노인복지센터",NA,NA,0,0,"02-388-8112","서울특별시","은평구","통일로80길 1","불광동, 501호",NA,NA
"방문요양","A","최우수","2016","절대평가","여명재가장기요양기관",NA,NA,0,0,"02-976-2809","서울특별시","중랑구","동일로160길 49","묵동",NA,NA
"방문요양","A","최우수","2016","절대평가","예원방문요양센터",NA,NA,0,0,"02-985-3610","서울특별시","강북구","오현로 172","번동, 1층 103호",NA,NA
"방문요양","A","최우수","2016","절대평가","오순도순재가복지센터",NA,NA,0,0,"02-6203-6760","서울특별시","동대문구","서울시립대로 136 101호","전농동, 하심빌딩",NA,NA
"방문요양","A","최우수","2016","절대평가","와우노인복지센터",NA,NA,0,0,"02-325-9781","서울특별시","마포구","서강로 95","창전동, 창전동삼성아파트상가 4층 401호",NA,NA
"방문요양","A","최우수","2016","절대평가","웃음드림방문요양센터",NA,NA,0,0,"02-766-1616","서울특별시","종로구","지봉로 49","창신동, 2층",NA,NA
"방문요양","A","최우수","2016","절대평가","은빛재가노인복지센터",NA,NA,0,0,"02-2214-0445","서울특별시","동대문구","답십리로57길 3-2 101호","답십리동",NA,NA
"방문요양","A","최우수","2016","절대평가","인덕재가노인복지센터",NA,NA,0,0,"02-3156-7600","서울특별시","은평구","연서로48길 41","진관동",NA,NA
"방문요양","A","최우수","2016","절대평가","임마누엘 재가복지센터",NA,NA,0,0,"02-895-9346","서울특별시","금천구","시흥대로76길 11","시흥동",NA,NA
"방문요양","A","최우수","2016","절대평가","장안종합사회복지관 재가장기요양센터",NA,NA,0,0,"02-2242-7564","서울특별시","동대문구","한천로18길 48","장안동",NA,NA
"방문요양","A","최우수","2016","절대평가","재가복지센터 온누리",NA,NA,0,0,"02-935-7953","서울특별시","노원구","한글비석로 396","상계동, 벽산아파트 109동 2층 29호",NA,NA
"방문요양","A","최우수","2016","절대평가","정나눔실버케어",NA,NA,0,0,"02-831-7571","서울특별시","영등포구","도림로47길 24-4","대림동",NA,NA
"방문요양","A","최우수","2016","절대평가","젤로스 요양보호센터",NA,NA,0,0,"02-353-0104","서울특별시","은평구","갈현로23길 5","갈현동, 지1층",NA,NA
"방문요양","A","최우수","2016","절대평가","조은재가복지센터",NA,NA,0,0,"02-488-6564","서울특별시","강동구","구천면로68길 39 1층101호","천호동",NA,NA
"방문요양","A","최우수","2016","절대평가","조이실버복지타운",NA,NA,0,0,"02-909-7070","서울특별시","성북구","화랑로11길 26","하월곡동, 갑을명가 지층B 109호",NA,NA
"방문요양","A","최우수","2014","상대평가","지원노인복지센터",NA,NA,0,0,"02-537-5251","서울특별시","서초구","서초중앙로29길 28","반포동, 반포미도상가 1층 6의6호",NA,NA
"방문요양","A","최우수","2014","상대평가","참빛방문요양서비스센터",NA,NA,0,0,"02-863-9101","서울특별시","동작구","상도로 302","상도동, 진영빌딩 3층",NA,NA
"방문요양","A","최우수","2016","절대평가","찾아가는 방문요양센터",NA,NA,0,0,"02-2606-7090","서울특별시","양천구","남부순환로 398","신월동",NA,NA
"방문요양","A","최우수","2016","절대평가","최고재가장기요양기관",NA,NA,0,0,"02-2668-7183","서울특별시","강서구","화곡로64길 78-5 1층","등촌동",NA,NA
"방문요양","A","최우수","2016","절대평가","코리아헤드송파방문요양",NA,NA,0,0,"02-403-7029","서울특별시","송파구","동남로8길 18","문정동",NA,NA
"방문요양","A","최우수","2016","절대평가","큰사랑노인복지센터",NA,NA,0,0,"02-388-5279","서울특별시","은평구","통일로73길 30 1층","대조동",NA,NA
"방문요양","A","최우수","2016","절대평가","파티마재가복지센터",NA,NA,0,0,"02-933-0705","서울특별시","노원구","중계로 160 2층207호","중계동, 화인상가",NA,NA
"방문요양","A","최우수","2016","절대평가","품앗이노인재가복지센터",NA,NA,0,0,"02-877-1127","서울특별시","관악구","참숯길 9","봉천동",NA,NA
"방문요양","A","최우수","2016","절대평가","하늘의 별 방문요양센터",NA,NA,0,0,"02-743-3217","서울특별시","성북구","삼선교로4길 22-7","삼선동1가",NA,NA
"방문요양","A","최우수","2016","절대평가","하하방문요양센터",NA,NA,0,0,"02-304-2224","서울특별시","서대문구","증가로20길 6 1층","북가좌동",NA,NA
"방문요양","A","최우수","2016","절대평가","한빛사회복지관부설 행복품앗이 사업단",NA,NA,0,0,"02-2605-9988","서울특별시","양천구","신월로11길 16","신월동, 5층",NA,NA
"방문요양","A","최우수","2016","절대평가","해바라기재가복지센터",NA,NA,0,0,"02-2642-9999","서울특별시","강서구","등촌로13자길 64","화곡동, 대경연립1동 B07호",NA,NA
"방문요양","A","최우수","2016","절대평가","행복복지센터",NA,NA,0,0,"02-6232-7080","서울특별시","영등포구","대림로12길 18 1층","대림동",NA,NA
"방문요양","A","최우수","2016","절대평가","행복창조노인복지센터",NA,NA,0,0,"02-382-1443","서울특별시","은평구","응암로21길 10","응암동",NA,NA
"방문요양","A","최우수","2014","상대평가","행복한 노인요양방문센터",NA,NA,0,0,"070-4128-1061","서울특별시","금천구","금하로14길 2-3","시흥동",NA,NA
"방문요양","A","최우수","2014","상대평가","행복한재가노인복지센터",NA,NA,0,0,"02-745-3015","서울특별시","종로구","창신6길 3","창신동, 1층",NA,NA
"방문요양","A","최우수","2014","상대평가","행복한재가복지센터",NA,NA,0,0,"02-2662-0992","서울특별시","강서구","공항대로 38-8 201호","공항동, 우성빌딩",NA,NA
"방문요양","A","최우수","2016","절대평가","현대노인복지센터",NA,NA,0,0,"02-892-8012","서울특별시","금천구","독산로51길 35","독산동",NA,NA
"방문요양","A","최우수","2016","절대평가","호산나노인복지센터",NA,NA,0,0,"02-907-7956","서울특별시","강북구","삼양로 372-1","수유동",NA,NA
"방문요양","A","최우수","2016","절대평가","홍제노인복지센터",NA,NA,0,0,"02-966-5516","서울특별시","동대문구","고산자로56길 4","제기동",NA,NA
"방문요양","A","최우수","2016","절대평가","효사랑노인복지센터",NA,NA,0,0,"02-856-7355","서울특별시","관악구","신림로64길 17 403호호","신림동",NA,NA
"방문요양","B","우수","2016","절대평가","(A)강남세곡행복재가센터",NA,NA,0,0,"02-522-5522","서울특별시","강남구","헌릉로590길 63 203호","세곡동",37.4635777,127.1025427
"방문요양","B","우수","2016","절대평가","한결방문요양센터",NA,NA,0,0,"02-433-7877","서울특별시","중랑구","신내로 112 202호","신내동, 동성아파트 제이이동 상가동",NA,NA
"방문요양","B","우수","2016","절대평가","(A)비지팅엔젤스 서대문지점",NA,NA,0,0,"02-379-9042","서울특별시","서대문구","통일로39가길 57 3층3호","홍제동",NA,NA
"방문요양","B","우수","2014","상대평가","(A)효사랑재가복지센터",NA,NA,0,0,"02-925-1232","서울특별시","성북구","삼선교로23길 10","삼선동4가, 동진B/D 203호",NA,NA
"방문요양","B","우수","2016","절대평가","(1)시원재가요양센터",NA,NA,0,5,"02-455-0365","서울특별시","광진구","아차산로55길 44-1 1층","구의동",NA,NA
"방문요양","B","우수","2016","절대평가","(A)비지팅엔젤스강북미아지점",NA,NA,0,0,"02-983-0921","서울특별시","강북구","삼양로 171 2층","미아동",NA,NA
"방문요양","B","우수","2016","절대평가","(A)케어앤코",NA,NA,0,0,"070-7771-9988","서울특별시","성북구","종암로 168 2층","하월곡동",NA,NA
"방문요양","B","우수","2014","상대평가","(A+)한겨레실버 방문요양센터",NA,NA,0,0,"02-313-8465","서울특별시","마포구","마포대로16길 7 401호","아현동, 영지빌딩",NA,NA
"방문요양","B","우수","2014","상대평가","(A+)홈케어노인복지센터",NA,NA,0,0,"02-447-7076","서울특별시","광진구","뚝섬로 610-1","자양동",37.5324928,127.0774304
"방문요양","B","우수","2016","절대평가","(Hi) 하이케어서비스",NA,NA,0,0,"02-2606-0088","서울특별시","강서구","까치산로 30","화곡동, 1층",NA,NA
"방문요양","B","우수","2016","절대평가","(복)서로사랑복지센터",NA,NA,0,0,"02-459-7024","서울특별시","송파구","송파대로37길 8 401호","석촌동, 천지빌딩",NA,NA
"방문요양","B","우수","2016","절대평가","(사)굿하트전문사례관리동작재가센터",NA,NA,0,0,"02-3481-7090","서울특별시","동작구","양녕로28길 41","상도동",NA,NA
"방문요양","B","우수","2016","절대평가","(사)예닮재가노인복지센터",NA,NA,0,0,"02-900-9133","서울특별시","강북구","한천로166길 30 1층","수유동",NA,NA
"방문요양","B","우수","2016","절대평가","(주)그린케어강남노인복지센터",NA,NA,0,0,"02-501-7541","서울특별시","강남구","테헤란로 313 1314호","역삼동, 성지하이츠",NA,NA
"방문요양","B","우수","2014","상대평가","(주)그린케어노원노인복지센터",NA,NA,0,0,"02-972-6290","서울특별시","노원구","동일로 1343","상계동, 동일프라자 501호",NA,NA
"방문요양","B","우수","2016","절대평가","(주)그린케어도봉노인복지센터",NA,NA,0,0,"02-955-8550","서울특별시","도봉구","노해로 246 202호","쌍문동",NA,NA
"방문요양","B","우수","2016","절대평가","(주)도봉늘푸른요양원",NA,NA,0,0,"02-3492-0550","서울특별시","도봉구","방학로 115","방학동, 그린빌딩 3층",NA,NA
"방문요양","B","우수","2016","절대평가","(주)돌봄과 간호",NA,NA,0,0,"02-934-3651","서울특별시","도봉구","창제4동 5번지 1호",NA,NA,NA
"방문요양","B","우수","2016","절대평가","(주)영광요양재가센터",NA,NA,0,0,"02-302-5893","서울특별시","서대문구","가좌로 119 2층","홍은동",NA,NA
"방문요양","B","우수","2016","절대평가","(주)잡모아 재가요양센터",NA,NA,0,0,"02-2652-5995","서울특별시","양천구","오목로 178 4층","신정동",NA,NA
"방문요양","B","우수","2016","절대평가","(주)한성실버케어센터",NA,NA,0,0,"02-459-9090","서울특별시","강남구","삼성로 14 205호","개포동",NA,NA
"방문요양","B","우수","2016","절대평가","VIP korea 가정방문요양센터",NA,NA,0,0,"02-409-4632","서울특별시","송파구","백제고분로40길 31 2층","석촌동",NA,NA
"방문요양","B","우수","2014","상대평가","가나나누미요양파견센터",NA,NA,0,0,"02-3158-1156","서울특별시","은평구","증산로3길 12-20","증산동",NA,NA
"방문요양","B","우수","2016","절대평가","가나안엘림복지센터",NA,NA,0,0,"02-942-9702","서울특별시","도봉구","우이천로4길 39 2층","창동",NA,NA
"방문요양","B","우수","2016","절대평가","가람 재가노인복지센터",NA,NA,0,0,"02-459-7959","서울특별시","강남구","개포로109길 9 206호","개포동, 대치아파트 2단지 상가동",NA,NA
"방문요양","B","우수","2014","상대평가","가은방문요양센터",NA,NA,0,0,"02-2697-7006","서울특별시","강서구","화곡로43길 6 2층","화곡동",NA,NA
"방문요양","B","우수","2016","절대평가","가재울재가장기요양센터",NA,NA,0,0,"02-304-4282","서울특별시","서대문구","수색로2길 16 2층","남가좌동",NA,NA
"방문요양","B","우수","2016","절대평가","가족사랑 노인복지센터",NA,NA,0,2,"02-447-2096","서울특별시","광진구","능동로50길 19 1층","중곡동",NA,NA
"방문요양","B","우수","2016","절대평가","가족사랑방문요양센터",NA,NA,0,0,"02-335-0920","서울특별시","서대문구","연희로16길 7-7","연희동",NA,NA
"방문요양","B","우수","2016","절대평가","가톨릭노인복지센터",NA,NA,0,0,"02-949-8899","서울특별시","중랑구","동일로161길 10","묵동",NA,NA
"방문요양","B","우수","2016","절대평가","강남효사랑복지센터",NA,NA,0,0,"070-7776-8497","서울특별시","서초구","신반포로 326-10","반포동, 대종빌딩 205",NA,NA
"방문요양","B","우수","2014","상대평가","강서방문요양센터",NA,NA,0,0,"02-2661-4594","서울특별시","강서구","양천로24가길 19 2층","방화동",NA,NA
"방문요양","B","우수","2016","절대평가","강서스마일재가센터",NA,NA,0,0,"070-4187-7771","서울특별시","강서구","방화대로33길 9 2층","방화동",NA,NA
"방문요양","B","우수","2016","절대평가","광진어르신복지센터",NA,NA,0,0,"02-499-1515","서울특별시","광진구","자양로51길 11-25","구의동",NA,NA
"방문요양","B","우수","2016","절대평가","구로나누미 노인복지센터",NA,NA,0,0,"02-2637-8892","서울특별시","구로구","경인로55길 58 B동403호","구로동, 영화빌딩",NA,NA
"방문요양","B","우수","2014","상대평가","국제노인복지센터",NA,NA,0,0,"02-585-7786","서울특별시","서초구","서초대로 35","방배동, 한양빌라 2층",NA,NA
"방문요양","B","우수","2016","절대평가","굿모닝케어",NA,NA,0,0,"02-401-5075","서울특별시","송파구","성내천로16길 17","오금동, 1층",NA,NA
"방문요양","B","우수","2016","절대평가","그린실버복지센터",NA,NA,0,0,"02-388-0855","서울특별시","은평구","연서로31길 3","불광동",NA,NA
"방문요양","B","우수","2014","상대평가","그린실버복지센터",NA,NA,0,0,"02-332-6691","서울특별시","마포구","양화로7길 14","서교동, 2층",NA,NA
"방문요양","B","우수","2016","절대평가","금빛 방문요양센터",NA,NA,0,0,"02-337-2357","서울특별시","마포구","동교로29길 64 301호","연남동",NA,NA
"방문요양","B","우수","2016","절대평가","금빛재가복지센터",NA,NA,0,0,"02-420-5338","서울특별시","송파구","가락로17길 4","송파동, 4층",NA,NA
"방문요양","B","우수","2016","절대평가","금천시범재가복지센터",NA,NA,0,0,"02-582-0577","서울특별시","금천구","남부순환로 1388","독산동",NA,NA
"방문요양","B","우수","2016","절대평가","기쁨사랑복지센터",NA,NA,0,0,"02-2697-8120","서울특별시","양천구","중앙로29길 40-3 1층","신정동",NA,NA
"방문요양","B","우수","2016","절대평가","기쁨재가복지센터",NA,NA,0,0,"02-3392-1004","서울특별시","노원구","상계로26길 20 상가동205호","상계동, 대동청솔아파트",NA,NA
"방문요양","B","우수","2016","절대평가","꽃피는노인복지센터",NA,NA,0,0,"02-843-8300","서울특별시","영등포구","도림로63길 16","신길동",NA,NA
"방문요양","B","우수","2014","상대평가","나누리복지센터",NA,NA,0,0,"02-326-5557","서울특별시","마포구","방울내로9길 12","망원동, 1층",NA,NA
"방문요양","B","우수","2016","절대평가","나누미방문요양센터",NA,NA,0,0,"02-834-7728","서울특별시","영등포구","영등포로 372","신길동",NA,NA
"방문요양","B","우수","2016","절대평가","나누우리 노인복지센터",NA,NA,0,0,"02-965-6598","서울특별시","성북구","돌곶이로8다길 37 1층","석관동",NA,NA
"방문요양","B","우수","2016","절대평가","나눔돌봄 사회적협동조합",NA,NA,0,0,"02-856-0517","서울특별시","구로구","구로동로 165-1","구로동, 2층",37.4933362,126.8831105
"방문요양","B","우수","2016","절대평가","나래노인돌보미센터",NA,NA,0,0,"02-2607-3539","서울특별시","양천구","오목로48길 28","신정동, 1층",NA,NA
"방문요양","B","우수","2016","절대평가","나래노인돌보미센터",NA,NA,0,0,"02-414-3933","서울특별시","송파구","가락로36길 10 103호","방이동",NA,NA
"방문요양","B","우수","2016","절대평가","나래노인돌보미센터",NA,NA,0,0,"02-928-8139","서울특별시","성북구","인촌로13길 52","안암동1가",NA,NA
"방문요양","B","우수","2016","절대평가","나래노인돌보미센터",NA,NA,0,0,"02-828-3973","서울특별시","동작구","여의대방로22자길 1","신대방동",NA,NA
"방문요양","B","우수","2016","절대평가","나이팅게일 노인복지센터",NA,NA,0,0,"02-2061-0029","서울특별시","양천구","오목로 232 2층214호","신정동, 보성팰리스",NA,NA
"방문요양","B","우수","2016","절대평가","노원실버사랑 간호요양센터",NA,NA,0,0,"02-931-6262","서울특별시","노원구","노원로26나길 12 1층","상계동",NA,NA
"방문요양","B","우수","2016","절대평가","노인백세재가복지센터",NA,NA,0,0,"02-3662-0900","서울특별시","강서구","화곡로63가길 92","등촌동, 등촌9단지아파트 상가동 110호",NA,NA
"방문요양","B","우수","2016","절대평가","뉴서울 노인복지센터",NA,NA,0,0,"02-2293-6709","서울특별시","성동구","왕십리로 273-1 204호","행당동",NA,NA
"방문요양","B","우수","2016","절대평가","늘기쁨재가복지센터",NA,NA,13,0,"02-3662-0269","서울특별시","강서구","강서로 349 2층21호","내발산동",NA,NA
