시도,시군구,자격별,성별,연령구분,신청자, 계 , 1등급 , 2등급 , 3등급 , 4등급 , 5등급 , 등급외 
광주광역시,광산구,의료,여자,85세이상,19,16,2,2,6,6,0,2
광주광역시,광산구,감경,남자,65세미만,20,15,1,2,8,4,0,2
광주광역시,광산구,감경,남자,65-69세,21,20,5,0,6,8,1,0
광주광역시,광산구,감경,남자,70-74세,30,24,1,1,10,10,2,4
광주광역시,광산구,감경,남자,75-79세,44,34,3,1,16,13,1,5
광주광역시,광산구,감경,남자,80-84세,24,18,1,2,7,7,1,6
광주광역시,광산구,감경,남자,85세이상,33,32,1,6,8,15,2,1
광주광역시,광산구,감경,여자,65세미만,8,7,1,0,3,3,0,1
광주광역시,광산구,감경,여자,65-69세,17,10,1,0,3,6,0,3
광주광역시,광산구,감경,여자,70-74세,65,43,5,9,10,18,1,11
광주광역시,광산구,감경,여자,75-79세,131,93,6,8,20,50,9,18
광주광역시,광산구,감경,여자,80-84세,178,144,7,15,49,57,16,19
광주광역시,광산구,감경,여자,85세이상,182,149,11,23,39,68,8,9
대전광역시,동구,일반,남자,65세미만,76,38,5,2,10,20,1,24
대전광역시,동구,일반,남자,65-69세,94,50,3,5,15,26,1,20
대전광역시,동구,일반,남자,70-74세,180,95,5,13,33,38,6,33
대전광역시,동구,일반,남자,75-79세,218,123,11,9,43,45,15,38
대전광역시,동구,일반,남자,80-84세,192,110,3,11,28,51,17,38
대전광역시,동구,일반,남자,85세이상,166,117,0,11,26,62,18,18
대전광역시,동구,일반,여자,65세미만,55,26,6,3,9,7,1,16
대전광역시,동구,일반,여자,65-69세,184,66,6,6,22,26,6,52
대전광역시,동구,일반,여자,70-74세,341,132,12,18,29,60,13,93
대전광역시,동구,일반,여자,75-79세,539,261,9,29,72,117,34,137
대전광역시,동구,일반,여자,80-84세,672,419,29,63,129,156,42,112
대전광역시,동구,일반,여자,85세이상,655,481,23,77,178,169,34,70
대전광역시,동구,기초,남자,65세미만,107,45,4,8,8,24,1,40
대전광역시,동구,기초,남자,65-69세,77,25,1,3,11,9,1,34
대전광역시,동구,기초,남자,70-74세,60,22,1,2,5,12,2,20
대전광역시,동구,기초,남자,75-79세,63,30,1,4,6,14,5,28
대전광역시,동구,기초,남자,80-84세,57,25,1,3,9,10,2,18
대전광역시,동구,기초,남자,85세이상,28,12,1,0,3,8,0,10
대전광역시,동구,기초,여자,65세미만,52,28,5,2,7,13,1,18
대전광역시,동구,기초,여자,65-69세,88,29,3,5,4,15,2,31
대전광역시,동구,기초,여자,70-74세,169,60,6,8,15,29,2,57
대전광역시,동구,기초,여자,75-79세,201,87,4,11,18,48,6,68
대전광역시,동구,기초,여자,80-84세,199,94,2,9,24,51,8,60
대전광역시,동구,기초,여자,85세이상,192,126,9,18,37,54,8,36
대전광역시,동구,의료,남자,65세미만,0,0,0,0,0,0,0,0
대전광역시,동구,의료,남자,65-69세,1,1,1,0,0,0,0,0
대전광역시,동구,의료,남자,70-74세,9,7,2,1,3,1,0,1
대전광역시,동구,의료,남자,75-79세,1,1,0,0,0,1,0,0
대전광역시,동구,의료,남자,80-84세,3,2,0,0,0,2,0,1
대전광역시,동구,의료,남자,85세이상,7,4,0,1,0,3,0,2
대전광역시,동구,의료,여자,65세미만,0,0,0,0,0,0,0,0
대전광역시,동구,의료,여자,65-69세,3,2,0,0,1,1,0,1
대전광역시,동구,의료,여자,70-74세,5,2,0,0,0,2,0,2
대전광역시,동구,의료,여자,75-79세,6,3,0,0,1,0,2,2
대전광역시,동구,의료,여자,80-84세,14,8,1,1,2,2,2,1
대전광역시,동구,의료,여자,85세이상,11,8,1,0,4,2,1,0
대전광역시,동구,감경,남자,65세미만,22,17,2,1,7,5,2,1
대전광역시,동구,감경,남자,65-69세,19,17,0,0,4,12,1,2
대전광역시,동구,감경,남자,70-74세,30,27,2,5,8,10,2,2
대전광역시,동구,감경,남자,75-79세,36,29,2,6,7,10,4,2
대전광역시,동구,감경,남자,80-84세,37,34,1,4,15,11,3,2
대전광역시,동구,감경,남자,85세이상,40,37,0,3,12,21,1,0
대전광역시,동구,감경,여자,65세미만,11,10,4,2,2,2,0,1
대전광역시,동구,감경,여자,65-69세,13,10,1,2,3,3,1,1
대전광역시,동구,감경,여자,70-74세,47,35,9,3,4,17,2,5
대전광역시,동구,감경,여자,75-79세,109,88,6,10,25,36,11,13
대전광역시,동구,감경,여자,80-84세,161,141,8,14,41,68,10,3
대전광역시,동구,감경,여자,85세이상,219,205,9,43,84,58,11,6
대전광역시,중구,일반,남자,65세미만,68,38,7,5,16,10,0,15
대전광역시,중구,일반,남자,65-69세,137,66,14,6,26,17,3,31
대전광역시,중구,일반,남자,70-74세,209,129,18,16,48,42,5,29
대전광역시,중구,일반,남자,75-79세,272,162,13,20,59,56,14,56
대전광역시,중구,일반,남자,80-84세,266,165,11,18,72,49,15,38
대전광역시,중구,일반,남자,85세이상,237,168,10,12,81,51,14,35
대전광역시,중구,일반,여자,65세미만,79,42,9,8,9,14,2,15
대전광역시,중구,일반,여자,65-69세,171,59,7,3,23,22,4,46
대전광역시,중구,일반,여자,70-74세,372,155,14,18,57,57,9,73
대전광역시,중구,일반,여자,75-79세,692,396,36,41,136,150,33,129
대전광역시,중구,일반,여자,80-84세,832,537,40,74,211,180,32,112
대전광역시,중구,일반,여자,85세이상,828,624,46,93,251,205,29,75
대전광역시,중구,기초,남자,65세미만,88,54,9,10,19,13,3,21
대전광역시,중구,기초,남자,65-69세,58,23,2,6,5,9,1,18
대전광역시,중구,기초,남자,70-74세,67,33,3,2,11,16,1,19
대전광역시,중구,기초,남자,75-79세,61,29,3,2,9,14,1,24
대전광역시,중구,기초,남자,80-84세,33,18,2,1,4,9,2,5
대전광역시,중구,기초,남자,85세이상,21,14,0,1,7,4,2,7
대전광역시,중구,기초,여자,65세미만,56,40,4,4,16,15,1,8
대전광역시,중구,기초,여자,65-69세,61,27,0,2,10,13,2,20
대전광역시,중구,기초,여자,70-74세,115,56,5,6,16,29,0,29
대전광역시,중구,기초,여자,75-79세,154,78,6,6,34,28,4,45
대전광역시,중구,기초,여자,80-84세,173,118,10,9,42,47,10,30
대전광역시,중구,기초,여자,85세이상,167,131,13,23,47,44,4,11
대전광역시,중구,의료,남자,65세미만,3,2,0,0,1,1,0,1
대전광역시,중구,의료,남자,65-69세,1,1,0,0,0,1,0,0
대전광역시,중구,의료,남자,70-74세,0,0,0,0,0,0,0,0
대전광역시,중구,의료,남자,75-79세,3,2,0,1,1,0,0,1
대전광역시,중구,의료,남자,80-84세,5,3,0,0,1,2,0,1
대전광역시,중구,의료,남자,85세이상,4,2,0,0,1,0,1,2
대전광역시,중구,의료,여자,65세미만,1,1,0,0,1,0,0,0
대전광역시,중구,의료,여자,65-69세,0,0,0,0,0,0,0,0
대전광역시,중구,의료,여자,70-74세,5,2,1,0,0,1,0,1
대전광역시,중구,의료,여자,75-79세,10,5,0,2,1,1,1,1
대전광역시,중구,의료,여자,80-84세,16,13,0,1,3,9,0,2
대전광역시,중구,의료,여자,85세이상,16,12,3,2,6,1,0,0
대전광역시,중구,감경,남자,65세미만,23,18,3,1,9,5,0,1
대전광역시,중구,감경,남자,65-69세,28,23,4,4,7,7,1,2
대전광역시,중구,감경,남자,70-74세,26,25,3,2,11,8,1,1
대전광역시,중구,감경,남자,75-79세,42,38,6,6,13,12,1,2
대전광역시,중구,감경,남자,80-84세,40,38,2,5,11,13,7,1
대전광역시,중구,감경,남자,85세이상,48,47,0,6,18,22,1,0
대전광역시,중구,감경,여자,65세미만,18,18,3,4,6,5,0,0
대전광역시,중구,감경,여자,65-69세,33,24,0,2,10,9,3,5
대전광역시,중구,감경,여자,70-74세,68,54,1,12,24,15,2,9
대전광역시,중구,감경,여자,75-79세,126,99,9,10,44,34,2,14
대전광역시,중구,감경,여자,80-84세,170,154,12,18,69,50,5,9
대전광역시,중구,감경,여자,85세이상,247,229,15,28,105,76,5,4
대전광역시,서구,일반,남자,65세미만,93,56,7,5,18,24,2,20
대전광역시,서구,일반,남자,65-69세,153,87,7,6,32,38,4,29
대전광역시,서구,일반,남자,70-74세,221,126,8,9,39,58,12,39
대전광역시,서구,일반,남자,75-79세,297,176,10,18,62,59,27,42
대전광역시,서구,일반,남자,80-84세,305,184,11,21,49,83,20,67
대전광역시,서구,일반,남자,85세이상,285,197,6,14,65,84,28,41
대전광역시,서구,일반,여자,65세미만,110,70,12,9,25,21,3,16
대전광역시,서구,일반,여자,65-69세,210,80,7,6,21,39,7,53
대전광역시,서구,일반,여자,70-74세,498,205,9,13,65,91,27,139
대전광역시,서구,일반,여자,75-79세,855,454,33,56,122,180,63,196
대전광역시,서구,일반,여자,80-84세,956,580,41,71,155,239,74,193
대전광역시,서구,일반,여자,85세이상,1046,786,39,106,251,323,67,99
대전광역시,서구,기초,남자,65세미만,78,35,5,4,13,12,1,25
대전광역시,서구,기초,남자,65-69세,72,20,0,1,7,11,1,40
대전광역시,서구,기초,남자,70-74세,70,29,1,2,9,12,5,24
대전광역시,서구,기초,남자,75-79세,59,27,2,1,7,16,1,21
대전광역시,서구,기초,남자,80-84세,30,15,1,2,5,7,0,10
대전광역시,서구,기초,남자,85세이상,25,17,1,2,7,4,3,6
대전광역시,서구,기초,여자,65세미만,55,31,7,6,5,11,2,16
대전광역시,서구,기초,여자,65-69세,69,32,4,4,7,14,3,24
대전광역시,서구,기초,여자,70-74세,110,41,2,3,10,25,1,41
대전광역시,서구,기초,여자,75-79세,215,94,2,11,29,39,13,79
대전광역시,서구,기초,여자,80-84세,163,96,5,17,25,38,11,44
대전광역시,서구,기초,여자,85세이상,221,153,6,23,46,70,8,34
대전광역시,서구,의료,남자,65세미만,2,1,0,1,0,0,0,1
대전광역시,서구,의료,남자,65-69세,4,3,0,0,1,2,0,0
대전광역시,서구,의료,남자,70-74세,1,0,0,0,0,0,0,0
대전광역시,서구,의료,남자,75-79세,3,2,0,0,1,1,0,0
대전광역시,서구,의료,남자,80-84세,4,3,0,0,1,2,0,0
대전광역시,서구,의료,남자,85세이상,13,9,0,2,2,3,2,0
대전광역시,서구,의료,여자,65세미만,1,1,0,0,1,0,0,0
대전광역시,서구,의료,여자,65-69세,5,2,1,0,1,0,0,1
대전광역시,서구,의료,여자,70-74세,5,1,0,0,0,1,0,2
대전광역시,서구,의료,여자,75-79세,13,6,0,0,3,3,0,5
대전광역시,서구,의료,여자,80-84세,26,15,1,4,5,2,3,3
대전광역시,서구,의료,여자,85세이상,19,13,0,3,4,6,0,3
대전광역시,서구,감경,남자,65세미만,22,20,3,1,8,7,1,1
대전광역시,서구,감경,남자,65-69세,24,19,0,3,7,6,3,1
대전광역시,서구,감경,남자,70-74세,34,31,2,4,10,14,1,1
대전광역시,서구,감경,남자,75-79세,45,43,2,5,11,19,6,2
대전광역시,서구,감경,남자,80-84세,44,35,2,4,9,16,4,3
대전광역시,서구,감경,남자,85세이상,32,29,0,3,7,16,3,0
대전광역시,서구,감경,여자,65세미만,15,12,0,0,8,4,0,2
대전광역시,서구,감경,여자,65-69세,19,14,4,2,5,2,1,1
대전광역시,서구,감경,여자,70-74세,57,48,3,2,18,23,2,6
대전광역시,서구,감경,여자,75-79세,126,109,6,13,32,48,10,6
대전광역시,서구,감경,여자,80-84세,173,164,8,13,58,71,14,3
대전광역시,서구,감경,여자,85세이상,259,252,18,42,81,95,16,3
대전광역시,유성구,일반,남자,65세미만,87,45,8,8,16,12,1,15
대전광역시,유성구,일반,남자,65-69세,86,55,6,10,23,14,2,13
대전광역시,유성구,일반,남자,70-74세,131,83,10,9,34,22,8,18
대전광역시,유성구,일반,남자,75-79세,199,127,5,18,60,38,6,34
대전광역시,유성구,일반,남자,80-84세,200,132,8,18,54,41,11,31
대전광역시,유성구,일반,남자,85세이상,197,138,11,16,48,51,12,26
대전광역시,유성구,일반,여자,65세미만,68,34,5,6,12,8,3,14
대전광역시,유성구,일반,여자,65-69세,148,58,10,14,19,13,2,41
대전광역시,유성구,일반,여자,70-74세,264,105,12,20,37,34,2,69
대전광역시,유성구,일반,여자,75-79세,513,289,22,34,97,102,34,97
대전광역시,유성구,일반,여자,80-84세,677,410,37,56,132,142,43,110
대전광역시,유성구,일반,여자,85세이상,673,511,38,72,201,170,30,59
대전광역시,유성구,기초,남자,65세미만,51,29,1,5,9,13,1,12
대전광역시,유성구,기초,남자,65-69세,32,8,1,2,4,1,0,18
대전광역시,유성구,기초,남자,70-74세,38,17,2,1,7,7,0,15
대전광역시,유성구,기초,남자,75-79세,28,14,0,4,2,7,1,5
대전광역시,유성구,기초,남자,80-84세,13,5,0,0,2,2,1,5
대전광역시,유성구,기초,남자,85세이상,15,8,0,0,3,5,0,3
대전광역시,유성구,기초,여자,65세미만,29,17,2,3,3,8,1,4
대전광역시,유성구,기초,여자,65-69세,32,11,0,3,4,4,0,13
대전광역시,유성구,기초,여자,70-74세,47,19,0,1,7,11,0,16
대전광역시,유성구,기초,여자,75-79세,81,40,5,6,14,14,1,30
대전광역시,유성구,기초,여자,80-84세,78,50,2,10,15,17,6,16
대전광역시,유성구,기초,여자,85세이상,102,74,6,5,26,31,6,10
대전광역시,유성구,의료,남자,65세미만,0,0,0,0,0,0,0,0
대전광역시,유성구,의료,남자,65-69세,0,0,0,0,0,0,0,0
대전광역시,유성구,의료,남자,70-74세,3,2,1,1,0,0,0,0
대전광역시,유성구,의료,남자,75-79세,0,0,0,0,0,0,0,0
대전광역시,유성구,의료,남자,80-84세,4,3,0,0,1,2,0,0
대전광역시,유성구,의료,남자,85세이상,11,8,1,0,0,7,0,1
대전광역시,유성구,의료,여자,65세미만,0,0,0,0,0,0,0,0
대전광역시,유성구,의료,여자,65-69세,0,0,0,0,0,0,0,0
대전광역시,유성구,의료,여자,70-74세,4,3,0,2,0,1,0,1
대전광역시,유성구,의료,여자,75-79세,8,7,0,2,3,1,1,1
대전광역시,유성구,의료,여자,80-84세,28,26,1,3,7,13,2,0
대전광역시,유성구,의료,여자,85세이상,12,8,0,1,4,2,1,0
대전광역시,유성구,감경,남자,65세미만,23,16,3,1,5,7,0,2
대전광역시,유성구,감경,남자,65-69세,9,9,0,2,6,1,0,0
대전광역시,유성구,감경,남자,70-74세,12,8,1,0,4,3,0,2
대전광역시,유성구,감경,남자,75-79세,24,19,1,2,10,6,0,1
대전광역시,유성구,감경,남자,80-84세,20,18,0,1,13,4,0,1
대전광역시,유성구,감경,남자,85세이상,31,29,1,4,11,11,2,2
대전광역시,유성구,감경,여자,65세미만,11,7,1,2,2,2,0,0
대전광역시,유성구,감경,여자,65-69세,18,14,1,2,7,3,1,3
대전광역시,유성구,감경,여자,70-74세,28,24,3,2,9,9,1,2
대전광역시,유성구,감경,여자,75-79세,50,48,5,6,15,18,4,1
대전광역시,유성구,감경,여자,80-84세,102,89,9,10,36,26,8,4
대전광역시,유성구,감경,여자,85세이상,138,133,11,19,53,41,9,1
대전광역시,대덕구,일반,남자,65세미만,70,33,7,4,12,6,4,18
대전광역시,대덕구,일반,남자,65-69세,91,49,10,10,15,11,3,20
대전광역시,대덕구,일반,남자,70-74세,124,74,16,9,23,17,9,23
대전광역시,대덕구,일반,남자,75-79세,130,63,3,12,16,26,6,30
대전광역시,대덕구,일반,남자,80-84세,113,73,6,4,22,33,8,18
대전광역시,대덕구,일반,남자,85세이상,91,61,3,6,15,30,7,15
대전광역시,대덕구,일반,여자,65세미만,64,30,6,1,8,14,1,18
대전광역시,대덕구,일반,여자,65-69세,114,35,4,1,9,19,2,35
대전광역시,대덕구,일반,여자,70-74세,196,70,7,11,16,29,7,63
대전광역시,대덕구,일반,여자,75-79세,369,200,17,22,58,73,30,92
대전광역시,대덕구,일반,여자,80-84세,423,244,15,35,72,93,29,87
대전광역시,대덕구,일반,여자,85세이상,395,289,19,42,87,122,19,43
대전광역시,대덕구,기초,남자,65세미만,61,28,3,2,11,10,2,17
대전광역시,대덕구,기초,남자,65-69세,49,12,0,1,2,8,1,23
대전광역시,대덕구,기초,남자,70-74세,48,21,0,7,7,7,0,20
대전광역시,대덕구,기초,남자,75-79세,31,16,0,3,6,6,1,11
대전광역시,대덕구,기초,남자,80-84세,24,12,1,1,4,5,1,6
대전광역시,대덕구,기초,남자,85세이상,12,8,0,2,2,4,0,2
대전광역시,대덕구,기초,여자,65세미만,38,24,5,4,5,7,3,10
대전광역시,대덕구,기초,여자,65-69세,58,17,2,3,6,5,1,31
대전광역시,대덕구,기초,여자,70-74세,102,34,2,5,8,17,2,36
대전광역시,대덕구,기초,여자,75-79세,118,37,1,8,9,17,2,56
대전광역시,대덕구,기초,여자,80-84세,136,71,8,12,18,28,5,42
대전광역시,대덕구,기초,여자,85세이상,123,81,3,12,31,32,3,26
대전광역시,대덕구,의료,남자,65세미만,1,1,1,0,0,0,0,0
대전광역시,대덕구,의료,남자,65-69세,3,2,0,0,0,2,0,1
대전광역시,대덕구,의료,남자,70-74세,4,3,0,0,1,2,0,1
대전광역시,대덕구,의료,남자,75-79세,4,2,0,0,1,1,0,1
대전광역시,대덕구,의료,남자,80-84세,4,2,0,0,1,1,0,1
대전광역시,대덕구,의료,남자,85세이상,9,6,1,1,0,4,0,0
대전광역시,대덕구,의료,여자,65세미만,2,0,0,0,0,0,0,2
대전광역시,대덕구,의료,여자,65-69세,3,1,0,1,0,0,0,1
대전광역시,대덕구,의료,여자,70-74세,2,1,0,1,0,0,0,0
대전광역시,대덕구,의료,여자,75-79세,11,8,1,0,3,4,0,1
대전광역시,대덕구,의료,여자,80-84세,7,4,0,1,2,1,0,1
대전광역시,대덕구,의료,여자,85세이상,18,12,0,4,2,5,1,4
대전광역시,대덕구,감경,남자,65세미만,16,13,2,0,8,2,1,3
대전광역시,대덕구,감경,남자,65-69세,13,10,3,1,2,4,0,2
대전광역시,대덕구,감경,남자,70-74세,20,15,0,1,5,9,0,5
대전광역시,대덕구,감경,남자,75-79세,30,24,2,6,4,11,1,4
대전광역시,대덕구,감경,남자,80-84세,13,10,0,2,4,4,0,2
대전광역시,대덕구,감경,남자,85세이상,18,15,1,2,5,7,0,0
대전광역시,대덕구,감경,여자,65세미만,8,6,0,2,2,2,0,1
대전광역시,대덕구,감경,여자,65-69세,8,7,0,0,3,4,0,0
대전광역시,대덕구,감경,여자,70-74세,43,36,2,6,13,10,5,2
대전광역시,대덕구,감경,여자,75-79세,64,50,5,9,13,16,7,6
대전광역시,대덕구,감경,여자,80-84세,99,84,4,13,27,28,12,6
대전광역시,대덕구,감경,여자,85세이상,118,110,9,21,42,35,3,1
울산광역시,중구,일반,남자,65세미만,54,28,7,3,12,6,0,5
울산광역시,중구,일반,남자,65-69세,78,38,5,7,20,6,0,16
울산광역시,중구,일반,남자,70-74세,108,68,6,13,34,15,0,9
울산광역시,중구,일반,남자,75-79세,132,86,12,11,33,29,1,8
울산광역시,중구,일반,남자,80-84세,99,69,7,10,30,20,2,5
울산광역시,중구,일반,남자,85세이상,57,38,2,9,16,11,0,2
울산광역시,중구,일반,여자,65세미만,53,35,9,5,14,7,0,6
울산광역시,중구,일반,여자,65-69세,112,39,4,7,12,14,2,26
울산광역시,중구,일반,여자,70-74세,203,100,8,19,40,30,3,27
울산광역시,중구,일반,여자,75-79세,321,182,18,32,71,57,4,46
울산광역시,중구,일반,여자,80-84세,358,235,17,33,101,70,14,32
울산광역시,중구,일반,여자,85세이상,317,232,27,42,109,48,6,17
울산광역시,중구,기초,남자,65세미만,42,15,0,2,7,6,0,15
울산광역시,중구,기초,남자,65-69세,33,14,1,1,7,3,2,11
울산광역시,중구,기초,남자,70-74세,29,15,1,0,6,8,0,11
울산광역시,중구,기초,남자,75-79세,28,15,0,3,3,8,1,9
울산광역시,중구,기초,남자,80-84세,16,9,2,0,2,4,1,7
울산광역시,중구,기초,남자,85세이상,7,3,0,0,1,2,0,1
울산광역시,중구,기초,여자,65세미만,11,7,2,1,1,3,0,1
울산광역시,중구,기초,여자,65-69세,42,14,1,1,5,6,1,19
울산광역시,중구,기초,여자,70-74세,60,28,1,2,11,13,1,19
울산광역시,중구,기초,여자,75-79세,75,33,4,10,4,11,4,21
울산광역시,중구,기초,여자,80-84세,64,31,2,3,12,12,2,20
울산광역시,중구,기초,여자,85세이상,57,41,3,8,18,10,2,8
울산광역시,중구,의료,남자,65세미만,1,0,0,0,0,0,0,0
울산광역시,중구,의료,남자,65-69세,0,0,0,0,0,0,0,0
울산광역시,중구,의료,남자,70-74세,0,0,0,0,0,0,0,0
울산광역시,중구,의료,남자,75-79세,0,0,0,0,0,0,0,0
울산광역시,중구,의료,남자,80-84세,2,1,0,0,1,0,0,0
울산광역시,중구,의료,남자,85세이상,4,4,0,1,0,3,0,0
울산광역시,중구,의료,여자,65세미만,0,0,0,0,0,0,0,0
울산광역시,중구,의료,여자,65-69세,0,0,0,0,0,0,0,0
울산광역시,중구,의료,여자,70-74세,0,0,0,0,0,0,0,0
울산광역시,중구,의료,여자,75-79세,2,1,0,0,0,0,1,1
울산광역시,중구,의료,여자,80-84세,11,7,0,0,3,4,0,0
울산광역시,중구,의료,여자,85세이상,4,4,0,2,1,1,0,0
울산광역시,중구,감경,남자,65세미만,12,11,0,1,8,2,0,0
울산광역시,중구,감경,남자,65-69세,15,13,3,2,4,4,0,0
울산광역시,중구,감경,남자,70-74세,15,14,0,2,6,5,1,1
울산광역시,중구,감경,남자,75-79세,12,9,1,5,2,1,0,0
울산광역시,중구,감경,남자,80-84세,8,7,1,1,2,2,1,0
울산광역시,중구,감경,남자,85세이상,8,7,0,1,4,2,0,1
울산광역시,중구,감경,여자,65세미만,6,6,1,2,2,1,0,0
울산광역시,중구,감경,여자,65-69세,7,7,0,2,4,1,0,0
울산광역시,중구,감경,여자,70-74세,19,15,2,3,4,4,2,3
울산광역시,중구,감경,여자,75-79세,36,28,1,3,16,4,4,1
울산광역시,중구,감경,여자,80-84세,41,35,1,8,12,14,0,3
울산광역시,중구,감경,여자,85세이상,65,57,3,7,24,20,3,1
울산광역시,남구,일반,남자,65세미만,81,36,2,9,16,7,2,11
울산광역시,남구,일반,남자,65-69세,88,48,7,8,17,16,0,10
울산광역시,남구,일반,남자,70-74세,105,58,8,5,27,16,2,10
울산광역시,남구,일반,남자,75-79세,136,89,10,7,43,23,6,10
울산광역시,남구,일반,남자,80-84세,106,64,2,11,28,21,2,12
울산광역시,남구,일반,남자,85세이상,71,42,2,6,18,15,1,5
울산광역시,남구,일반,여자,65세미만,58,36,4,6,17,8,1,5
울산광역시,남구,일반,여자,65-69세,128,59,7,9,13,27,3,18
울산광역시,남구,일반,여자,70-74세,209,98,14,10,34,31,9,34
울산광역시,남구,일반,여자,75-79세,439,224,16,38,77,82,11,65
울산광역시,남구,일반,여자,80-84세,439,288,18,41,121,95,13,40
울산광역시,남구,일반,여자,85세이상,421,278,30,46,116,75,11,24
울산광역시,남구,기초,남자,65세미만,41,26,1,4,10,11,0,8
울산광역시,남구,기초,남자,65-69세,42,16,0,1,3,11,1,11
울산광역시,남구,기초,남자,70-74세,17,4,0,1,3,0,0,5
울산광역시,남구,기초,남자,75-79세,28,16,0,1,5,10,0,6
울산광역시,남구,기초,남자,80-84세,16,9,0,3,3,3,0,4
울산광역시,남구,기초,남자,85세이상,7,2,0,0,2,0,0,1
울산광역시,남구,기초,여자,65세미만,21,13,4,1,2,6,0,7
울산광역시,남구,기초,여자,65-69세,48,17,1,2,6,8,0,13
울산광역시,남구,기초,여자,70-74세,63,29,3,3,5,18,0,17
울산광역시,남구,기초,여자,75-79세,104,46,2,7,17,18,2,33
울산광역시,남구,기초,여자,80-84세,97,66,3,10,20,28,5,16
울산광역시,남구,기초,여자,85세이상,77,54,2,9,18,20,5,11
울산광역시,남구,의료,남자,65세미만,0,0,0,0,0,0,0,0
울산광역시,남구,의료,남자,65-69세,0,0,0,0,0,0,0,0
울산광역시,남구,의료,남자,70-74세,0,0,0,0,0,0,0,0
울산광역시,남구,의료,남자,75-79세,1,0,0,0,0,0,0,1
울산광역시,남구,의료,남자,80-84세,3,2,0,0,0,2,0,0
울산광역시,남구,의료,남자,85세이상,3,2,0,1,0,0,1,1
울산광역시,남구,의료,여자,65세미만,0,0,0,0,0,0,0,0
울산광역시,남구,의료,여자,65-69세,2,1,0,0,1,0,0,1
울산광역시,남구,의료,여자,70-74세,4,2,0,0,1,0,1,0
울산광역시,남구,의료,여자,75-79세,10,4,1,0,1,2,0,3
울산광역시,남구,의료,여자,80-84세,11,9,2,0,4,2,1,0
울산광역시,남구,의료,여자,85세이상,8,3,1,1,0,1,0,1
울산광역시,남구,감경,남자,65세미만,5,3,1,0,1,1,0,0
울산광역시,남구,감경,남자,65-69세,11,11,1,2,5,3,0,0
울산광역시,남구,감경,남자,70-74세,8,8,2,0,4,2,0,0
울산광역시,남구,감경,남자,75-79세,9,9,2,0,5,2,0,0
울산광역시,남구,감경,남자,80-84세,12,10,1,4,2,3,0,0
울산광역시,남구,감경,남자,85세이상,3,2,0,1,1,0,0,0
울산광역시,남구,감경,여자,65세미만,13,12,4,1,3,3,1,0
울산광역시,남구,감경,여자,65-69세,10,8,1,2,2,2,1,0
울산광역시,남구,감경,여자,70-74세,19,15,0,2,6,6,1,0
울산광역시,남구,감경,여자,75-79세,42,33,1,6,12,13,1,1
울산광역시,남구,감경,여자,80-84세,55,49,1,11,18,17,2,0
울산광역시,남구,감경,여자,85세이상,75,70,4,9,27,26,4,0
울산광역시,동구,일반,남자,65세미만,38,18,3,2,6,7,0,5
울산광역시,동구,일반,남자,65-69세,47,25,3,2,11,7,2,6
울산광역시,동구,일반,남자,70-74세,50,30,3,0,13,12,2,6
울산광역시,동구,일반,남자,75-79세,60,35,5,3,13,14,0,6
울산광역시,동구,일반,남자,80-84세,42,28,1,4,17,5,1,5
울산광역시,동구,일반,남자,85세이상,31,20,0,4,9,7,0,3
울산광역시,동구,일반,여자,65세미만,51,33,2,9,11,11,0,10
울산광역시,동구,일반,여자,65-69세,60,22,2,4,8,8,0,9
울산광역시,동구,일반,여자,70-74세,98,48,1,12,15,15,5,17
울산광역시,동구,일반,여자,75-79세,169,93,9,15,23,36,10,25
울산광역시,동구,일반,여자,80-84세,198,128,5,21,51,43,8,19
울산광역시,동구,일반,여자,85세이상,207,145,11,24,69,37,4,12
울산광역시,동구,기초,남자,65세미만,32,20,3,0,10,5,2,5
울산광역시,동구,기초,남자,65-69세,21,10,1,2,3,4,0,7
울산광역시,동구,기초,남자,70-74세,21,11,0,0,4,7,0,7
울산광역시,동구,기초,남자,75-79세,14,7,0,1,1,5,0,4
울산광역시,동구,기초,남자,80-84세,6,2,0,0,1,1,0,3
울산광역시,동구,기초,남자,85세이상,2,1,0,0,0,1,0,1
울산광역시,동구,기초,여자,65세미만,17,11,1,1,5,3,1,3
울산광역시,동구,기초,여자,65-69세,24,10,0,2,3,5,0,10
울산광역시,동구,기초,여자,70-74세,36,14,0,2,4,8,0,13
울산광역시,동구,기초,여자,75-79세,40,20,1,2,3,11,3,14
울산광역시,동구,기초,여자,80-84세,35,15,0,2,6,6,1,8
울산광역시,동구,기초,여자,85세이상,46,37,3,9,13,10,2,5
울산광역시,동구,의료,남자,65세미만,0,0,0,0,0,0,0,0
울산광역시,동구,의료,남자,65-69세,0,0,0,0,0,0,0,0
울산광역시,동구,의료,남자,70-74세,0,0,0,0,0,0,0,0
울산광역시,동구,의료,남자,75-79세,0,0,0,0,0,0,0,0
울산광역시,동구,의료,남자,80-84세,1,1,0,0,0,1,0,0
울산광역시,동구,의료,남자,85세이상,0,0,0,0,0,0,0,0
울산광역시,동구,의료,여자,65세미만,0,0,0,0,0,0,0,0
울산광역시,동구,의료,여자,65-69세,1,1,0,0,1,0,0,0
울산광역시,동구,의료,여자,70-74세,0,0,0,0,0,0,0,0
